reviewid,customerid,productid,reviewdate,year_month,rating,reviewtext,vader_score,sentiment_category,productname,brand,category,price
166,240,2,2024-01-13,2024-01,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
167,201,12,2023-09-25,2023-09,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
168,76,42,2024-03-11,2024-03,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
169,211,2,2023-06-13,2023-06,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
170,63,36,2023-03-08,2023-03,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
171,454,15,2024-09-12,2024-09,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
172,433,37,2023-10-13,2023-10,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
173,447,13,2023-02-20,2023-02,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
174,13,23,2024-06-24,2024-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
175,402,4,2024-05-22,2024-05,5,Perfect fit. The material feels premium.,0.7351,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
176,67,7,2024-06-02,2024-06,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
177,466,26,2024-09-06,2024-09,2,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
178,163,39,2024-10-12,2024-10,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
179,77,3,2023-06-21,2023-06,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
180,439,47,2023-09-03,2023-09,4,Fast delivery and great packaging.,0.6249,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
181,313,12,2024-11-17,2024-11,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
182,383,18,2024-04-23,2024-04,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
183,278,8,2024-01-07,2024-01,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
184,231,19,2024-06-05,2024-06,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
185,476,40,2024-09-20,2024-09,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
186,121,24,2024-07-03,2024-07,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
187,180,10,2023-07-01,2023-07,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
188,457,17,2024-01-25,2024-01,5,Fast delivery and great packaging.,0.6249,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
189,58,37,2024-05-17,2024-05,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
190,190,16,2023-08-04,2023-08,2,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
191,245,36,2024-07-22,2024-07,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
192,409,48,2024-06-11,2024-06,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
193,92,28,2023-12-06,2023-12,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
194,490,32,2024-07-16,2024-07,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
195,207,38,2023-06-11,2023-06,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
196,232,15,2023-05-06,2023-05,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
197,43,29,2023-08-15,2023-08,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
198,407,16,2023-01-09,2023-01,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
199,192,49,2024-03-25,2024-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
200,339,32,2024-12-10,2024-12,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
201,469,9,2023-03-17,2023-03,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
202,127,33,2023-12-25,2023-12,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
203,17,38,2023-12-27,2023-12,5,Fast delivery and great packaging.,0.6249,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
204,18,47,2024-06-11,2024-06,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
205,330,23,2024-04-06,2024-04,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
206,296,7,2023-07-24,2023-07,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
207,413,34,2023-01-05,2023-01,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
208,117,50,2023-10-06,2023-10,5,Great value for money. Highly recommend.,0.8516,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
209,9,20,2023-03-11,2023-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
210,319,13,2023-09-24,2023-09,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
211,55,34,2023-01-02,2023-01,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
212,313,40,2024-03-01,2024-03,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
213,301,16,2024-10-04,2024-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
214,455,41,2024-05-29,2024-05,4,Great value for money. Highly recommend.,0.8516,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
215,154,30,2023-07-13,2023-07,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
216,147,44,2024-02-26,2024-02,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
217,146,27,2023-11-28,2023-11,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
218,175,46,2023-08-25,2023-08,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
219,340,16,2023-05-28,2023-05,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
220,127,43,2024-03-31,2024-03,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
221,475,22,2024-10-01,2024-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
222,26,27,2024-11-08,2024-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
223,27,29,2023-03-20,2023-03,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
224,39,17,2023-05-17,2023-05,5,Great value for money. Highly recommend.,0.8516,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
225,85,19,2023-06-24,2023-06,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
226,22,39,2024-06-10,2024-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
227,139,8,2023-12-10,2023-12,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
228,72,34,2023-01-13,2023-01,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
229,357,49,2024-03-17,2024-03,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
230,342,24,2023-04-12,2023-04,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
231,91,48,2023-12-04,2023-12,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
232,442,8,2024-08-21,2024-08,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
233,467,39,2024-08-19,2024-08,5,Fast delivery and great packaging.,0.6249,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
234,111,33,2023-03-28,2023-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
235,62,19,2024-08-17,2024-08,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
236,425,11,2023-05-04,2023-05,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
237,78,4,2023-02-13,2023-02,5,Amazing quality! Totally worth the price.,0.7419,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
238,317,33,2024-03-22,2024-03,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
239,279,5,2023-11-01,2023-11,5,Perfect fit. The material feels premium.,0.7351,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
240,64,16,2024-09-06,2024-09,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
241,488,7,2024-09-13,2024-09,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
242,64,21,2024-08-13,2024-08,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
243,457,7,2023-01-27,2023-01,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
244,53,23,2023-08-11,2023-08,2,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
245,149,12,2023-08-30,2023-08,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
246,203,12,2023-09-15,2023-09,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
247,6,9,2023-06-11,2023-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
248,410,3,2024-03-27,2024-03,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
249,317,47,2023-05-18,2023-05,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
250,466,28,2024-12-24,2024-12,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
251,449,32,2024-12-18,2024-12,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
252,92,19,2023-12-13,2023-12,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
253,19,24,2024-12-16,2024-12,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
254,366,32,2024-09-04,2024-09,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
255,177,18,2023-05-21,2023-05,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
256,273,38,2024-11-13,2024-11,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
257,386,47,2024-03-20,2024-03,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
258,113,36,2023-07-09,2023-07,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
259,98,25,2024-08-13,2024-08,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
260,219,34,2024-10-28,2024-10,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
261,181,30,2023-08-26,2023-08,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
262,297,16,2024-01-12,2024-01,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
263,96,44,2024-08-30,2024-08,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
264,369,4,2024-04-23,2024-04,2,The color faded after first wash. Very disappointing.,-0.5413,Negative,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
265,254,31,2023-01-04,2023-01,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
266,290,19,2023-11-01,2023-11,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
267,401,23,2023-07-22,2023-07,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
268,394,5,2023-05-09,2023-05,4,Perfect fit. The material feels premium.,0.7351,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
269,38,40,2024-01-03,2024-01,3,Decent product but could be better for the price.,0.5927,Neutral,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
270,384,11,2023-10-12,2023-10,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
271,419,13,2023-07-20,2023-07,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
272,298,27,2023-04-09,2023-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
273,14,39,2023-04-12,2023-04,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
274,118,26,2024-03-15,2024-03,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
275,129,5,2023-02-01,2023-02,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
276,122,17,2023-05-25,2023-05,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
277,445,3,2024-04-22,2024-04,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
278,111,41,2023-06-26,2023-06,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
279,455,34,2023-03-06,2023-03,5,Fast delivery and great packaging.,0.6249,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
280,346,29,2023-11-11,2023-11,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
281,37,11,2023-05-03,2023-05,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
282,457,14,2024-05-24,2024-05,4,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
283,54,2,2023-09-02,2023-09,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
284,419,28,2023-02-25,2023-02,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
285,345,2,2023-09-23,2023-09,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
286,361,27,2023-09-07,2023-09,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
287,67,5,2023-02-15,2023-02,4,Great value for money. Highly recommend.,0.8516,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
288,45,29,2024-07-11,2024-07,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
289,325,36,2024-03-10,2024-03,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
290,389,5,2023-07-08,2023-07,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
291,108,43,2023-01-12,2023-01,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
292,254,17,2024-11-11,2024-11,2,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
293,211,24,2023-02-14,2023-02,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
294,1,5,2024-02-09,2024-02,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
295,188,22,2023-12-11,2023-12,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
296,390,10,2024-04-28,2024-04,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
297,217,49,2024-01-01,2024-01,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
